U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
219,10.08.12 00:00,12,466,#N/A,#N/A,68,104,307,25,#N/A,#N/A,653,#N/A,#N/A,#N/A
220,10.08.12 02:00,12,466,#N/A,#N/A,68,105,308,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
221,10.08.12 04:00,12,466,#N/A,#N/A,68,105,309,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
222,10.08.12 06:00,12,466,#N/A,#N/A,68,106,309,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
223,10.08.12 08:00,12,466,#N/A,#N/A,68,106,310,27,#N/A,#N/A,667,#N/A,#N/A,#N/A
224,10.08.12 10:00,12,473,#N/A,#N/A,68,106,310,27,#N/A,#N/A,667,#N/A,#N/A,#N/A
225,10.08.12 12:00,12,473,#N/A,#N/A,68,107,310,27,#N/A,#N/A,667,#N/A,#N/A,#N/A
226,10.08.12 14:00,12,466,#N/A,#N/A,68,107,310,27,#N/A,#N/A,667,#N/A,#N/A,#N/A
227,10.08.12 16:00,12,466,#N/A,#N/A,68,107,310,27,#N/A,#N/A,667,#N/A,#N/A,#N/A
228,10.08.12 18:00,12,466,#N/A,#N/A,68,107,310,28,#N/A,#N/A,667,#N/A,#N/A,#N/A
229,10.08.12 20:00,12,466,#N/A,#N/A,68,108,310,28,#N/A,#N/A,667,#N/A,#N/A,#N/A
230,10.08.12 22:00,12,466,#N/A,#N/A,68,108,310,28,#N/A,#N/A,667,#N/A,#N/A,#N/A
231,10.09.12 00:00,12,466,#N/A,#N/A,68,108,310,28,#N/A,#N/A,667,#N/A,#N/A,#N/A
232,10.09.12 02:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
233,10.09.12 04:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
234,10.09.12 06:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
235,10.09.12 08:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
236,10.09.12 10:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
237,10.09.12 12:00,12,466,#N/A,#N/A,68,108,310,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
238,10.09.12 14:00,12,466,#N/A,#N/A,68,108,311,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
239,10.09.12 16:00,12,466,#N/A,#N/A,68,108,311,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
240,10.09.12 18:00,12,473,#N/A,#N/A,68,109,311,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
241,10.09.12 20:00,12,473,#N/A,#N/A,68,109,313,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
242,10.09.12 22:00,12,473,#N/A,#N/A,68,109,311,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
243,10.10.12 00:00,12,473,#N/A,#N/A,68,109,311,28,#N/A,#N/A,667,#N/A,#N/A,#N/A
244,10.10.12 02:00,12,473,#N/A,#N/A,68,108,311,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
245,10.10.12 04:00,12,473,#N/A,#N/A,68,108,311,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
246,10.10.12 06:00,12,473,#N/A,#N/A,68,108,311,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
247,10.10.12 08:00,12,473,#N/A,#N/A,68,108,311,29,#N/A,#N/A,667,#N/A,#N/A,#N/A
248,10.10.12 10:00,12,466,#N/A,#N/A,68,109,314,30,#N/A,#N/A,653,#N/A,#N/A,#N/A
249,10.10.12 12:00,12,466,#N/A,#N/A,68,109,314,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
250,10.10.12 14:00,12,466,#N/A,#N/A,68,109,314,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
251,10.10.12 16:00,12,466,#N/A,#N/A,68,109,314,30,#N/A,#N/A,667,#N/A,#N/A,#N/A
252,10.10.12 18:00,12,473,#N/A,#N/A,68,94,212,22,#N/A,#N/A,667,#N/A,#N/A,#N/A
253,10.10.12 20:00,12,473,#N/A,#N/A,68,102,255,25,#N/A,#N/A,667,#N/A,#N/A,#N/A
254,10.10.12 22:00,12,473,#N/A,#N/A,68,102,260,25,#N/A,#N/A,667,#N/A,#N/A,#N/A
255,10.11.12 00:00,12,473,#N/A,#N/A,68,102,263,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
256,10.11.12 02:00,12,473,#N/A,#N/A,68,104,265,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
257,10.11.12 04:00,12,473,#N/A,#N/A,68,105,268,26,#N/A,#N/A,667,#N/A,#N/A,#N/A
258,10.11.12 06:00,12,473,#N/A,#N/A,68,105,272,27,#N/A,#N/A,660,#N/A,#N/A,#N/A
259,10.11.12 08:00,12,473,#N/A,#N/A,68,106,274,28,#N/A,#N/A,660,#N/A,#N/A,#N/A
260,10.11.12 10:00,12,473,#N/A,#N/A,68,106,274,28,#N/A,#N/A,660,#N/A,#N/A,#N/A
261,10.11.12 12:00,12,473,#N/A,#N/A,68,108,275,28,#N/A,#N/A,660,#N/A,#N/A,#N/A
262,10.11.12 14:00,12,473,#N/A,#N/A,68,108,275,28,#N/A,#N/A,660,#N/A,#N/A,#N/A
263,10.11.12 16:00,12,473,#N/A,#N/A,68,108,276,29,#N/A,#N/A,660,#N/A,#N/A,#N/A
264,10.11.12 18:00,12,469,#N/A,#N/A,54,108,276,29,#N/A,#N/A,660,#N/A,#N/A,#N/A
265,10.11.12 20:00,12,463,#N/A,#N/A,54,108,277,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
266,10.11.12 22:00,12,463,#N/A,#N/A,54,108,279,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
267,10.12.12 00:00,12,463,#N/A,#N/A,54,108,279,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
268,10.12.12 02:00,12,463,#N/A,#N/A,54,109,280,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
269,10.12.12 04:00,12,463,#N/A,#N/A,54,109,280,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
270,10.12.12 06:00,12,463,#N/A,#N/A,54,109,280,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
271,10.12.12 08:00,12,463,#N/A,#N/A,54,109,280,30,#N/A,#N/A,660,#N/A,#N/A,#N/A
272,10.12.12 10:00,12,459,#N/A,#N/A,54,109,280,30,#N/A,#N/A,653,#N/A,#N/A,#N/A
273,10.12.12 12:00,12,459,#N/A,#N/A,54,110,281,31,#N/A,#N/A,653,#N/A,#N/A,#N/A
274,10.12.12 14:00,12,466,#N/A,#N/A,54,110,281,31,#N/A,#N/A,653,#N/A,#N/A,#N/A
275,10.12.12 16:00,12,466,#N/A,#N/A,54,110,281,31,#N/A,#N/A,653,#N/A,#N/A,#N/A
276,10.12.12 18:00,12,466,#N/A,#N/A,54,110,282,31,#N/A,#N/A,653,#N/A,#N/A,#N/A
277,10.12.12 20:00,12,466,#N/A,#N/A,54,112,283,32,#N/A,#N/A,653,#N/A,#N/A,#N/A
278,10.12.12 22:00,12,463,#N/A,#N/A,54,110,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
279,10.13.12 0:00,12,463,#N/A,#N/A,54,109,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
280,10.13.12 2:00,12,463,#N/A,#N/A,54,110,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
281,10.13.12 4:00,12,463,#N/A,#N/A,54,110,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
282,10.13.12 6:00,12,463,#N/A,#N/A,54,110,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
283,10.13.12 8:00,12,463,#N/A,#N/A,48,110,284,34,#N/A,#N/A,653,#N/A,#N/A,#N/A
284,10.13.12 10:00,12,466,#N/A,#N/A,48,110,284,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
285,10.13.12 12:00,12,466,#N/A,#N/A,48,110,284,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
286,10.13.12 14:00,12,466,#N/A,#N/A,48,110,284,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
287,10.13.12 16:00,12,466,#N/A,#N/A,48,110,284,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
288,10.13.12 18:00,12,466,#N/A,#N/A,48,110,284,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
289,10.13.12 20:00,12,466,#N/A,#N/A,48,110,285,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
290,10.13.12 22:00,12,466,#N/A,#N/A,48,111,285,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
291,10.14.12 0:00,12,466,#N/A,#N/A,48,112,285,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
292,10.14.12 2:00,12,466,#N/A,#N/A,48,112,286,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
293,10.14.12 4:00,12,466,#N/A,#N/A,48,112,286,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
294,10.14.12 6:00,12,466,#N/A,#N/A,48,112,286,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
295,10.14.12 8:00,12,463,#N/A,#N/A,48,112,286,34,#N/A,#N/A,646,#N/A,#N/A,#N/A
296,10.14.12 10:00,12,463,#N/A,#N/A,48,112,286,34,#N/A,#N/A,639,#N/A,#N/A,#N/A
297,10.14.12 12:00,12,463,#N/A,#N/A,48,112,286,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
298,10.14.12 14:00,12,466,#N/A,#N/A,48,112,287,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
299,10.14.12 16:00,12,466,#N/A,#N/A,48,112,287,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
300,10.14.12 18:00,12,463,#N/A,#N/A,48,112,287,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
301,10.14.12 20:00,12,463,#N/A,#N/A,48,112,287,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
302,10.14.12 22:00,12,463,#N/A,#N/A,48,112,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
303,10.15.12 0:00,12,463,#N/A,#N/A,48,112,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
304,10.15.12 2:00,12,463,#N/A,#N/A,48,112,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
305,10.15.12 4:00,12,463,#N/A,#N/A,48,112,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
306,10.15.12 6:00,12,463,#N/A,#N/A,48,112,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
307,10.15.12 8:00,12,463,#N/A,#N/A,48,113,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
308,10.15.12 10:00,12,463,#N/A,#N/A,48,113,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
309,10.15.12 12:00,12,463,#N/A,#N/A,48,113,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
310,10.15.12 14:00,12,452,#N/A,#N/A,48,113,288,35,#N/A,#N/A,639,#N/A,#N/A,#N/A
311,10.15.12 16:00,12,452,#N/A,#N/A,48,113,289,36,#N/A,#N/A,639,#N/A,#N/A,#N/A
312,10.15.12 18:00,12,463,#N/A,#N/A,41,116,290,36,#N/A,#N/A,653,#N/A,#N/A,#N/A
313,10.15.12 20:00,12,452,#N/A,#N/A,41,116,290,36,#N/A,#N/A,653,#N/A,#N/A,#N/A
314,10.15.12 22:00,12,452,#N/A,#N/A,41,118,291,36,#N/A,#N/A,653,#N/A,#N/A,#N/A
315,10.16.12 0:00,12,456,#N/A,#N/A,41,118,291,36,#N/A,#N/A,653,#N/A,#N/A,#N/A
316,10.16.12 2:00,12,456,#N/A,#N/A,41,120,291,36,#N/A,#N/A,653,#N/A,#N/A,#N/A
317,10.16.12 4:00,12,456,#N/A,#N/A,41,87,276,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
318,10.16.12 6:00,12,459,#N/A,#N/A,41,89,279,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
319,10.16.12 8:00,12,456,#N/A,#N/A,41,93,280,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
320,10.16.12 10:00,12,459,#N/A,#N/A,41,100,280,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
321,10.16.12 12:00,12,463,#N/A,#N/A,41,102,280,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
322,10.16.12 14:00,12,463,#N/A,#N/A,41,104,281,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
323,10.16.12 16:00,12,463,#N/A,#N/A,41,105,282,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
324,10.16.12 18:00,12,449,#N/A,#N/A,41,106,282,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
325,10.16.12 20:00,12,449,#N/A,#N/A,41,108,284,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
326,10.16.12 22:00,12,449,#N/A,#N/A,41,108,284,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
327,10.17.12 0:00,12,449,#N/A,#N/A,41,109,284,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
328,10.17.12 2:00,12,449,#N/A,#N/A,41,110,285,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
329,10.17.12 4:00,12,449,#N/A,#N/A,41,110,285,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
330,10.17.12 6:00,12,449,#N/A,#N/A,41,110,285,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
331,10.17.12 8:00,12,449,#N/A,#N/A,41,110,285,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
332,10.17.12 10:00,12,449,#N/A,#N/A,41,110,285,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
333,10.17.12 12:00,12,459,#N/A,#N/A,41,113,286,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
334,10.17.12 14:00,12,456,#N/A,#N/A,41,113,286,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
335,10.17.12 16:00,12,456,#N/A,#N/A,37,113,286,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
336,10.17.12 18:00,12,456,#N/A,#N/A,37,113,286,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
337,10.17.12 20:00,12,459,#N/A,#N/A,37,113,287,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
338,10.17.12 22:00,12,459,#N/A,#N/A,37,113,287,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
339,10.18.12 0:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
340,10.18.12 2:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
341,10.18.12 4:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
342,10.18.12 6:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
343,10.18.12 8:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
344,10.18.12 10:00,12,449,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
345,10.18.12 12:00,12,459,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
346,10.18.12 14:00,12,456,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
347,10.18.12 16:00,12,456,#N/A,#N/A,37,114,288,37,#N/A,#N/A,646,#N/A,#N/A,#N/A
348,10.18.12 18:00,12,456,#N/A,#N/A,34,115,288,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
349,10.18.12 20:00,12,459,#N/A,#N/A,34,115,288,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
350,10.18.12 22:00,12,459,#N/A,#N/A,34,115,288,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
351,10.19.12 0:00,12,459,#N/A,#N/A,34,115,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
352,10.19.12 2:00,12,459,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
353,10.19.12 4:00,12,459,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
354,10.19.12 6:00,12,459,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
355,10.19.12 8:00,12,459,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
356,10.19.12 10:00,12,449,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
357,10.19.12 12:00,12,459,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
358,10.19.12 14:00,12,456,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
359,10.19.12 16:00,12,456,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
360,10.19.12 18:00,12,456,#N/A,#N/A,34,116,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
361,10.19.12 20:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
362,10.19.12 22:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
363,10.20.12 0:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
364,10.20.12 2:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
365,10.20.12 4:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
366,10.20.12 6:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
367,10.20.12 8:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
368,10.20.12 10:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
369,10.20.12 12:00,12,459,#N/A,#N/A,34,117,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
370,10.20.12 14:00,12,459,#N/A,#N/A,34,117,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
371,10.20.12 16:00,12,459,#N/A,#N/A,34,117,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
372,10.20.12 18:00,12,459,#N/A,#N/A,34,117,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
373,10.20.12 20:00,12,459,#N/A,#N/A,34,117,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
374,10.20.12 22:00,12,459,#N/A,#N/A,34,117,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
375,10.21.12 0:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
376,10.21.12 2:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
377,10.21.12 4:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
378,10.21.12 6:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
379,10.21.12 8:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
380,10.21.12 10:00,12,459,#N/A,#N/A,34,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
381,10.21.12 12:00,12,459,#N/A,#N/A,30,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
382,10.21.12 14:00,12,456,#N/A,#N/A,27,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
383,10.21.12 16:00,12,456,#N/A,#N/A,27,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
384,10.21.12 18:00,12,456,#N/A,#N/A,27,118,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
385,10.21.12 20:00,12,456,#N/A,#N/A,27,119,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
386,10.21.12 22:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
387,10.22.12 0:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
388,10.22.12 2:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
389,10.22.12 4:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
390,10.22.12 6:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
391,10.22.12 8:00,12,456,#N/A,#N/A,27,120,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
392,10.22.12 10:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
393,10.22.12 12:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
394,10.22.12 14:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
395,10.22.12 16:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
396,10.22.12 18:00,12,456,#N/A,#N/A,27,119,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
397,10.22.12 20:00,12,456,#N/A,#N/A,27,120,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
398,10.22.12 22:00,12,456,#N/A,#N/A,27,120,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
399,10.23.12 0:00,12,456,#N/A,#N/A,27,80,286,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
400,10.23.12 2:00,12,456,#N/A,#N/A,27,86,286,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
401,10.23.12 4:00,12,456,#N/A,#N/A,27,88,287,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
402,10.23.12 6:00,12,456,#N/A,#N/A,21,90,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
403,10.23.12 8:00,12,456,#N/A,#N/A,21,91,289,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
404,10.23.12 10:00,12,456,#N/A,#N/A,22,92,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
405,10.23.12 12:00,12,456,#N/A,#N/A,22,93,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
406,10.23.12 14:00,12,449,#N/A,#N/A,24,94,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
407,10.23.12 16:00,12,449,#N/A,#N/A,24,95,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
408,10.23.12 18:00,12,449,#N/A,#N/A,24,95,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
409,10.23.12 20:00,12,449,#N/A,#N/A,24,97,290,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
410,10.23.12 22:00,12,449,#N/A,#N/A,24,97,291,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
411,10.24.12 0:00,12,449,#N/A,#N/A,24,97,291,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
412,10.24.12 2:00,12,449,#N/A,#N/A,24,97,291,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
413,10.24.12 4:00,12,449,#N/A,#N/A,24,98,291,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
414,10.24.12 6:00,12,449,#N/A,#N/A,24,98,291,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
415,10.24.12 8:00,12,449,#N/A,#N/A,24,99,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
416,10.24.12 10:00,12,449,#N/A,#N/A,24,99,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
417,10.24.12 12:00,12,449,#N/A,#N/A,24,99,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
418,10.24.12 14:00,12,449,#N/A,#N/A,24,99,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
419,10.24.12 16:00,12,449,#N/A,#N/A,24,100,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
420,10.24.12 18:00,12,449,#N/A,#N/A,24,101,292,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
421,10.24.12 20:00,12,449,#N/A,#N/A,24,101,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
422,10.24.12 22:00,12,449,#N/A,#N/A,24,101,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
423,10.25.12 0:00,12,449,#N/A,#N/A,24,101,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
424,10.25.12 2:00,12,449,#N/A,#N/A,24,102,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
425,10.25.12 4:00,12,449,#N/A,#N/A,24,102,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
426,10.25.12 6:00,12,449,#N/A,#N/A,24,102,293,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
427,10.25.12 8:00,12,449,#N/A,#N/A,20,102,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
428,10.25.12 10:00,12,449,#N/A,#N/A,20,102,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
429,10.25.12 12:00,12,449,#N/A,#N/A,20,102,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
430,10.25.12 14:00,12,449,#N/A,#N/A,20,102,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
431,10.25.12 16:00,12,449,#N/A,#N/A,20,102,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
432,10.25.12 18:00,12,449,#N/A,#N/A,17,103,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
433,10.25.12 20:00,12,449,#N/A,#N/A,17,103,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
434,10.25.12 22:00,12,449,#N/A,#N/A,20,103,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
435,10.26.12 0:00,12,449,#N/A,#N/A,24,103,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
436,10.26.12 2:00,12,449,#N/A,#N/A,24,104,294,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
437,10.26.12 4:00,12,449,#N/A,#N/A,24,104,295,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
438,10.26.12 6:00,12,449,#N/A,#N/A,24,104,295,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
439,10.26.12 8:00,12,449,#N/A,#N/A,20,104,295,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
440,10.26.12 10:00,12,449,#N/A,#N/A,20,104,295,37,#N/A,#N/A,57,#N/A,#N/A,#N/A
441,10.26.12 12:00,12,449,#N/A,#N/A,20,104,295,36,#N/A,#N/A,57,#N/A,#N/A,#N/A
442,10.26.12 14:00,12,449,#N/A,#N/A,20,104,295,36,#N/A,#N/A,57,#N/A,#N/A,#N/A
443,10.26.12 16:00,12,449,#N/A,#N/A,20,105,295,36,#N/A,#N/A,57,#N/A,#N/A,#N/A
444,10.26.12 18:00,12,449,#N/A,#N/A,20,105,296,36,#N/A,#N/A,57,#N/A,#N/A,#N/A
