U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
29079,05.10.19 00:00,10.2,344,#N/A,#N/A,355,73,234,0,0,#N/A,918,232,56,24
29080,05.10.19 02:00,10.2,344,#N/A,#N/A,352,72,239,2,0,#N/A,918,232,56,24
29081,05.10.19 04:00,10.2,330,#N/A,#N/A,341,69,238,2,0,#N/A,912,226,55,24
29082,05.10.19 06:00,10.2,350,#N/A,#N/A,335,68,237,2,0,#N/A,912,230,56,24
29083,05.10.19 08:00,10.2,378,#N/A,#N/A,367,75,241,2,0,#N/A,922,251,56,25
29084,05.10.19 10:00,10.2,374,#N/A,#N/A,380,77,242,2,0,#N/A,925,249,57,25
29085,05.10.19 12:00,10.2,368,#N/A,#N/A,375,76,242,2,0,#N/A,925,246,57,25
29086,05.10.19 14:00,10.2,360,#N/A,#N/A,370,75,242,2,0,#N/A,925,241,57,24
29087,05.10.19 16:00,10.2,341,#N/A,#N/A,355,72,241,2,0,#N/A,918,232,56,24
29088,05.10.19 18:00,10.2,345,#N/A,#N/A,352,71,240,0,0,#N/A,918,232,56,24
29089,05.10.19 20:00,10.2,325,#N/A,#N/A,339,67,239,0,0,#N/A,912,221,56,24
29090,05.10.19 22:00,10.2,339,#N/A,#N/A,330,66,238,0,0,#N/A,905,228,56,24
29091,05.11.19 00:00,10.2,338,#N/A,#N/A,345,67,238,0,0,#N/A,912,229,56,24
29092,05.11.19 02:00,10.2,322,#N/A,#N/A,335,64,237,0,0,#N/A,905,218,56,24
29093,05.11.19 04:00,10.2,305,#N/A,#N/A,318,60,235,0,0,#N/A,898,208,56,24
29094,05.11.19 06:00,10.2,293,#N/A,#N/A,304,56,233,0,0,#N/A,891,199,55,24
29095,05.11.19 08:00,10.2,282,#N/A,#N/A,292,51,231,0,0,#N/A,884,192,55,23
29096,05.11.19 10:00,10.2,279,#N/A,#N/A,289,49,230,0,0,#N/A,884,192,54,23
29097,05.11.19 12:00,10.2,334,#N/A,#N/A,311,57,232,0,0,#N/A,895,225,55,23
29098,05.11.19 14:00,10.2,321,#N/A,#N/A,325,59,233,0,0,#N/A,898,220,55,23
29099,05.11.19 16:00,10.2,320,#N/A,#N/A,326,59,233,0,0,#N/A,898,218,55,23
29100,05.11.19 18:00,10.2,319,#N/A,#N/A,322,58,233,0,0,#N/A,895,212,55,23
29101,05.11.19 20:00,10.2,354,#N/A,#N/A,338,63,235,0,0,#N/A,908,239,56,23
29102,05.11.19 22:00,10.2,345,#N/A,#N/A,351,65,239,0,0,#N/A,908,234,56,24
29103,05.12.19 00:00,10.2,336,#N/A,#N/A,343,64,237,0,0,#N/A,905,227,56,24
29104,05.12.19 02:00,10.2,334,#N/A,#N/A,340,64,236,0,0,#N/A,905,227,56,24
29105,05.12.19 04:00,10.2,322,#N/A,#N/A,332,61,236,0,0,#N/A,898,218,56,24
29106,05.12.19 06:00,10.2,320,#N/A,#N/A,327,60,235,0,0,#N/A,898,218,56,24
29107,05.12.19 08:00,10.2,305,#N/A,#N/A,317,57,234,0,0,#N/A,895,209,55,23
29108,05.12.19 10:00,10.2,322,#N/A,#N/A,325,60,234,0,0,#N/A,898,219,56,23
29109,05.12.19 12:00,10.2,325,#N/A,#N/A,329,60,234,0,0,#N/A,898,221,57,23
29110,05.12.19 14:00,10.2,321,#N/A,#N/A,329,60,234,0,0,#N/A,898,218,57,24
29111,05.12.19 16:00,10.2,303,#N/A,#N/A,317,56,233,0,0,#N/A,898,208,56,24
29112,05.12.19 18:00,10.2,304,#N/A,#N/A,310,55,232,0,0,#N/A,888,209,56,24
29113,05.12.19 20:00,10.2,284,#N/A,#N/A,298,50,230,0,0,#N/A,884,195,55,24
29114,05.12.19 22:00,10.2,271,#N/A,#N/A,289,47,230,0,0,#N/A,884,190,55,24
29115,5.13.19 0:00,10.2,272,#N/A,#N/A,280,45,227,0,0,#N/A,871,180,55,24
29116,5.13.19 2:00,10.2,298,#N/A,#N/A,290,48,228,0,0,#N/A,878,200,56,23
29117,5.13.19 4:00,10.2,283,#N/A,#N/A,293,48,228,0,0,#N/A,878,190,56,23
29118,5.13.19 6:00,10.2,281,#N/A,#N/A,291,47,227,0,0,#N/A,878,190,56,23
29119,5.13.19 8:00,10.2,296,#N/A,#N/A,296,48,227,0,0,#N/A,874,197,56,23
29120,5.13.19 10:00,10.2,287,#N/A,#N/A,292,47,227,0,0,#N/A,878,196,56,23
29121,5.13.19 12:00,10.2,266,#N/A,#N/A,281,42,225,0,0,#N/A,871,187,55,24
29122,5.13.19 14:00,10.2,292,#N/A,#N/A,295,46,227,0,0,#N/A,874,198,54,22
29123,5.13.19 16:00,10.2,275,#N/A,#N/A,288,44,226,0,0,#N/A,874,189,52,22
29124,5.13.19 18:00,10.2,265,#N/A,#N/A,282,42,225,0,0,#N/A,871,182,52,23
29125,5.13.19 20:00,10.2,268,#N/A,#N/A,275,43,224,0,0,#N/A,867,182,52,23
29126,5.13.19 22:00,10.2,255,#N/A,#N/A,270,43,224,0,0,#N/A,867,188,52,22
29127,5.14.19 0:00,10.2,227,#N/A,#N/A,256,44,222,0,0,#N/A,854,160,51,24
29128,5.14.19 2:00,10.2,345,#N/A,#N/A,288,54,227,0,0,#N/A,884,232,54,21
29129,5.14.19 4:00,10.2,333,#N/A,#N/A,317,59,230,0,0,#N/A,888,226,54,22
29130,5.14.19 6:00,10.2,320,#N/A,#N/A,327,60,233,0,0,#N/A,884,218,54,22
29131,5.14.19 8:00,10.2,301,#N/A,#N/A,317,57,231,0,0,#N/A,884,208,54,22
29132,5.14.19 10:00,10.2,298,#N/A,#N/A,311,56,230,0,0,#N/A,884,205,54,22
29133,5.14.19 12:00,10.2,293,#N/A,#N/A,301,54,229,0,0,#N/A,881,200,53,22
29134,5.14.19 14:00,10.2,305,#N/A,#N/A,308,55,230,0,0,#N/A,884,207,54,22
29135,5.14.19 16:00,10.2,294,#N/A,#N/A,303,56,230,0,0,#N/A,884,200,53,22
29136,5.14.19 18:00,10.2,306,#N/A,#N/A,312,56,230,0,0,#N/A,884,210,54,22
29137,5.14.19 20:00,10.2,292,#N/A,#N/A,304,54,230,0,0,#N/A,884,201,56,23
29138,5.14.19 22:00,10.2,279,#N/A,#N/A,295,52,228,0,0,#N/A,884,192,53,23
29139,5.15.19 0:00,10.2,264,#N/A,#N/A,277,47,226,0,0,#N/A,871,183,53,23
29140,5.15.19 2:00,10.2,334,#N/A,#N/A,296,54,230,0,0,#N/A,884,228,54,22
29141,5.15.19 4:00,10.2,322,#N/A,#N/A,317,57,232,0,0,#N/A,884,222,55,22
29142,5.15.19 6:00,10.2,302,#N/A,#N/A,314,56,231,0,0,#N/A,884,205,54,22
29143,5.15.19 8:00,10.2,284,#N/A,#N/A,301,53,229,0,0,#N/A,884,193,54,22
29144,5.15.19 10:00,10.2,262,#N/A,#N/A,284,47,227,0,0,#N/A,871,182,54,23
29145,5.15.19 12:00,10.2,329,#N/A,#N/A,286,51,227,0,0,#N/A,874,212,55,22
29146,5.15.19 14:00,10.2,316,#N/A,#N/A,307,54,229,0,0,#N/A,884,213,55,23
29147,5.15.19 16:00,10.2,308,#N/A,#N/A,316,55,230,0,0,#N/A,891,212,55,23
29148,5.15.19 18:00,10.2,294,#N/A,#N/A,303,52,229,0,0,#N/A,884,200,55,23
29149,5.15.19 20:00,10.2,273,#N/A,#N/A,290,48,228,0,0,#N/A,884,200,54,23
29150,5.15.19 22:00,10.2,249,#N/A,#N/A,273,43,225,0,0,#N/A,864,175,53,24
29151,5.16.19 0:00,10.2,363,#N/A,#N/A,308,57,230,0,0,#N/A,895,244,55,22
29152,5.16.19 2:00,10.2,355,#N/A,#N/A,340,62,234,0,0,#N/A,898,239,54,22
29153,5.16.19 4:00,10.2,349,#N/A,#N/A,353,66,238,0,0,#N/A,898,237,54,23
29154,5.16.19 6:00,10.2,341,#N/A,#N/A,349,65,239,0,0,#N/A,901,230,54,23
29155,5.16.19 8:00,10.2,331,#N/A,#N/A,340,63,236,0,0,#N/A,898,226,54,23
29156,5.16.19 10:00,10.2,316,#N/A,#N/A,326,60,235,0,0,#N/A,891,217,53,22
29157,5.16.19 12:00,10.2,306,#N/A,#N/A,317,57,233,0,0,#N/A,888,209,53,22
29158,5.16.19 14:00,10.2,299,#N/A,#N/A,310,55,232,0,0,#N/A,888,205,53,22
29159,5.16.19 16:00,10.2,285,#N/A,#N/A,298,52,231,0,0,#N/A,881,198,52,23
29160,5.16.19 18:00,10.2,303,#N/A,#N/A,297,52,230,0,0,#N/A,881,208,52,22
29161,5.16.19 20:00,10.2,285,#N/A,#N/A,295,51,232,0,0,#N/A,881,197,52,22
29162,5.16.19 22:00,10.2,297,#N/A,#N/A,301,51,229,0,0,#N/A,881,202,52,22
29163,5.17.19 0:00,10.2,292,#N/A,#N/A,298,50,229,0,0,#N/A,881,202,52,22
29164,5.17.19 2:00,10.2,289,#N/A,#N/A,297,50,229,0,0,#N/A,881,200,52,22
29165,5.17.19 4:00,10.2,286,#N/A,#N/A,294,48,228,0,0,#N/A,878,200,52,22
29166,5.17.19 6:00,10.2,287,#N/A,#N/A,294,48,228,0,0,#N/A,874,200,52,22
29167,5.17.19 8:00,10.2,299,#N/A,#N/A,299,49,228,0,0,#N/A,874,203,52,22
29168,5.17.19 10:00,10.2,290,#N/A,#N/A,299,49,228,0,0,#N/A,874,199,52,22
29169,5.17.19 12:00,10.2,326,#N/A,#N/A,301,50,228,0,0,#N/A,884,220,52,21
29170,5.17.19 14:00,10.2,313,#N/A,#N/A,317,53,230,0,0,#N/A,884,213,52,22
29171,5.17.19 16:00,10.2,304,#N/A,#N/A,312,52,230,0,0,#N/A,884,208,52,22
29172,5.17.19 18:00,10.2,290,#N/A,#N/A,302,50,229,0,0,#N/A,884,200,52,22
29173,5.17.19 20:00,10.2,323,#N/A,#N/A,302,50,231,0,0,#N/A,888,222,53,22
29174,5.17.19 22:00,10.2,310,#N/A,#N/A,317,54,231,0,0,#N/A,884,210,52,22
29175,5.18.19 0:00,10.2,297,#N/A,#N/A,309,52,230,0,0,#N/A,884,200,52,22
29176,5.18.19 2:00,10.2,298,#N/A,#N/A,305,51,230,0,0,#N/A,884,203,52,22
29177,5.18.19 4:00,10.2,356,#N/A,#N/A,326,58,233,0,0,#N/A,898,240,54,22
29178,5.18.19 6:00,10.2,350,#N/A,#N/A,347,62,235,0,0,#N/A,898,237,54,22
29179,5.18.19 8:00,10.2,344,#N/A,#N/A,350,63,236,0,0,#N/A,898,234,54,22
29180,5.18.19 10:00,10.2,335,#N/A,#N/A,344,62,236,0,0,#N/A,898,228,53,22
29181,5.18.19 12:00,10.2,323,#N/A,#N/A,334,60,235,0,0,#N/A,898,220,53,22
29182,5.18.19 14:00,10.2,312,#N/A,#N/A,322,57,234,0,0,#N/A,895,215,53,22
29183,5.18.19 16:00,10.2,298,#N/A,#N/A,310,54,233,0,0,#N/A,884,204,52,23
29184,5.18.19 18:00,10.2,294,#N/A,#N/A,302,51,231,0,0,#N/A,884,202,52,22
29185,5.18.19 20:00,10.2,323,#N/A,#N/A,319,56,233,0,0,#N/A,888,220,53,22
29186,5.18.19 22:00,10.2,313,#N/A,#N/A,320,55,233,0,0,#N/A,888,213,53,22
29187,5.19.19 0:00,10.2,305,#N/A,#N/A,312,54,232,0,0,#N/A,884,210,53,22
29188,5.19.19 2:00,10.2,309,#N/A,#N/A,314,54,232,0,0,#N/A,884,213,53,22
29189,5.19.19 4:00,10.2,307,#N/A,#N/A,312,54,232,0,0,#N/A,884,210,53,22
29190,5.19.19 6:00,10.2,295,#N/A,#N/A,304,51,231,0,0,#N/A,884,203,53,22
29191,5.19.19 8:00,10.2,276,#N/A,#N/A,292,47,229,0,0,#N/A,881,190,52,23
29192,5.19.19 10:00,10.2,274,#N/A,#N/A,282,44,227,0,0,#N/A,874,189,52,22
29193,5.19.19 12:00,10.2,266,#N/A,#N/A,276,42,226,0,0,#N/A,871,182,52,23
29194,5.19.19 14:00,10.2,331,#N/A,#N/A,284,49,227,0,0,#N/A,884,222,53,22
29195,5.19.19 16:00,10.2,316,#N/A,#N/A,309,52,230,0,0,#N/A,884,220,53,22
29196,5.19.19 18:00,10.2,304,#N/A,#N/A,311,52,230,0,0,#N/A,884,209,53,22
29197,5.19.19 20:00,10.2,298,#N/A,#N/A,307,51,230,0,0,#N/A,884,206,53,22
29198,5.19.19 22:00,10.2,300,#N/A,#N/A,308,51,230,0,0,#N/A,884,207,53,22
29199,5.20.19 0:00,10.2,290,#N/A,#N/A,299,49,229,0,0,#N/A,878,200,53,22
29200,5.20.19 2:00,10.2,307,#N/A,#N/A,303,50,229,0,0,#N/A,884,210,53,22
29201,5.20.19 4:00,10.2,301,#N/A,#N/A,307,50,229,0,0,#N/A,881,205,53,22
29202,5.20.19 6:00,10.2,287,#N/A,#N/A,297,47,228,0,0,#N/A,878,197,53,22
29203,5.20.19 8:00,10.2,384,#N/A,#N/A,308,55,230,0,0,#N/A,898,254,55,22
29204,5.20.19 10:00,10.2,381,#N/A,#N/A,349,64,235,0,0,#N/A,905,255,57,24
29205,5.20.19 12:00,10.2,379,#N/A,#N/A,375,69,238,0,0,#N/A,912,255,56,24
29206,5.20.19 14:00,10.2,378,#N/A,#N/A,384,72,240,0,0,#N/A,915,254,63,26
29207,5.20.19 16:00,10.2,376,#N/A,#N/A,382,73,241,0,0,#N/A,915,253,63,26
29208,5.20.19 18:00,10.2,373,#N/A,#N/A,379,73,242,0,0,#N/A,915,252,62,26
29209,5.20.19 20:00,10.2,370,#N/A,#N/A,376,73,242,1,0,#N/A,915,252,62,26
29210,5.20.19 22:00,10.2,368,#N/A,#N/A,374,73,243,2,0,#N/A,915,251,62,26
29211,5.21.19 0:00,10.2,365,#N/A,#N/A,371,73,243,2,0,#N/A,912,246,61,26
29212,5.21.19 2:00,10.2,361,#N/A,#N/A,367,73,243,2,0,#N/A,912,243,61,26
29213,5.21.19 4:00,10.2,357,#N/A,#N/A,363,72,242,2,0,#N/A,912,239,61,25
29214,5.21.19 6:00,10.2,352,#N/A,#N/A,358,71,242,2,0,#N/A,912,238,61,25
29215,5.21.19 8:00,10.2,346,#N/A,#N/A,353,69,241,2,0,#N/A,908,235,61,25
29216,5.21.19 10:00,10.2,339,#N/A,#N/A,346,68,240,2,0,#N/A,905,231,61,25
29217,5.21.19 12:00,10.2,364,#N/A,#N/A,348,68,240,2,0,#N/A,908,244,61,25
29218,5.21.19 14:00,10.2,361,#N/A,#N/A,365,72,242,2,0,#N/A,912,244,57,24
29219,5.21.19 16:00,10.2,356,#N/A,#N/A,363,71,242,2,0,#N/A,912,243,56,24
29220,5.21.19 18:00,10.2,353,#N/A,#N/A,359,71,242,2,0,#N/A,912,240,57,24
29221,5.21.19 20:00,10.2,348,#N/A,#N/A,353,70,242,2,0,#N/A,908,235,57,24
29222,5.21.19 22:00,10.2,340,#N/A,#N/A,347,68,241,2,0,#N/A,905,232,57,24
29223,5.22.19 0:00,10.2,330,#N/A,#N/A,338,66,240,2,0,#N/A,898,226,60,25
29224,5.22.19 2:00,10.2,313,#N/A,#N/A,326,62,238,2,0,#N/A,895,214,60,25
29225,5.22.19 4:00,10.2,291,#N/A,#N/A,310,57,236,2,0,#N/A,891,200,59,25
29226,5.22.19 6:00,10.2,318,#N/A,#N/A,313,58,235,2,0,#N/A,884,218,60,25
29227,5.22.19 8:00,10.2,285,#N/A,#N/A,306,54,234,2,0,#N/A,884,203,59,25
29228,5.22.19 10:00,10.2,271,#N/A,#N/A,288,49,231,2,0,#N/A,871,183,58,25
29229,5.22.19 12:00,10.2,267,#N/A,#N/A,277,45,229,2,0,#N/A,871,185,58,25
29230,5.22.19 14:00,10.2,278,#N/A,#N/A,281,46,229,2,0,#N/A,871,194,58,25
29231,5.22.19 16:00,10.2,259,#N/A,#N/A,273,43,227,2,0,#N/A,867,180,58,25
29232,5.22.19 18:00,10.2,303,#N/A,#N/A,283,48,228,2,0,#N/A,874,210,60,25
29233,5.22.19 20:00,10.2,285,#N/A,#N/A,292,48,228,2,0,#N/A,871,198,59,25
29234,5.22.19 22:00,10.2,286,#N/A,#N/A,291,47,228,2,0,#N/A,871,194,59,25
29235,5.23.19 0:00,10.2,290,#N/A,#N/A,293,47,228,2,0,#N/A,871,202,60,25
29236,5.23.19 2:00,10.2,270,#N/A,#N/A,284,44,227,2,0,#N/A,867,189,59,25
29237,5.23.19 4:00,10.2,326,#N/A,#N/A,312,53,230,2,0,#N/A,884,224,61,25
29238,5.23.19 6:00,10.2,305,#N/A,#N/A,316,53,231,2,0,#N/A,884,210,60,25
29239,5.23.19 8:00,10.2,296,#N/A,#N/A,304,51,230,2,0,#N/A,878,202,60,25
29240,5.23.19 10:00,10.2,293,#N/A,#N/A,296,48,229,2,0,#N/A,874,202,60,25
29241,5.23.19 12:00,10.2,303,#N/A,#N/A,303,50,229,2,0,#N/A,878,209,61,25
29242,5.23.19 14:00,10.2,298,#N/A,#N/A,304,49,229,2,0,#N/A,878,204,60,25
29243,5.23.19 16:00,10.2,290,#N/A,#N/A,298,48,229,2,0,#N/A,878,200,60,25
29244,5.23.19 18:00,10.2,298,#N/A,#N/A,295,47,228,2,0,#N/A,874,205,60,25
29245,5.23.19 20:00,10.2,287,#N/A,#N/A,295,46,228,2,0,#N/A,874,198,60,25
29246,5.23.19 22:00,10.2,279,#N/A,#N/A,285,44,227,2,0,#N/A,871,189,60,25
29247,5.24.19 0:00,10.2,271,#N/A,#N/A,280,42,226,2,0,#N/A,867,188,60,25
29248,5.24.19 2:00,10.2,288,#N/A,#N/A,282,44,226,2,0,#N/A,867,200,60,25
29249,5.24.19 4:00,10.2,288,#N/A,#N/A,291,45,226,2,0,#N/A,871,200,60,25
29250,5.24.19 6:00,10.2,274,#N/A,#N/A,281,42,225,2,0,#N/A,867,188,60,25
29251,5.24.19 8:00,10.2,369,#N/A,#N/A,288,51,227,2,0,#N/A,888,245,63,25
29252,5.24.19 10:00,10.2,366,#N/A,#N/A,325,59,232,2,0,#N/A,895,249,64,26
29253,5.24.19 12:00,10.2,363,#N/A,#N/A,355,65,236,2,0,#N/A,901,248,60,26
29254,5.24.19 14:00,10.2,359,#N/A,#N/A,365,67,238,2,0,#N/A,901,245,60,25
29255,5.24.19 16:00,10.2,356,#N/A,#N/A,363,68,238,2,0,#N/A,901,245,60,25
29256,5.24.19 18:00,10.2,352,#N/A,#N/A,359,68,239,2,0,#N/A,905,241,59,25
29257,5.24.19 20:00,10.2,343,#N/A,#N/A,351,66,239,2,0,#N/A,905,236,59,25
29258,5.24.19 22:00,10.2,332,#N/A,#N/A,342,66,239,2,0,#N/A,901,229,58,25
29259,5.25.19 0:00,10.2,310,#N/A,#N/A,328,61,237,2,0,#N/A,898,215,58,25
29260,5.25.19 2:00,10.2,363,#N/A,#N/A,352,68,240,2,0,#N/A,905,248,60,25
29261,5.25.19 4:00,10.2,360,#N/A,#N/A,365,70,241,2,0,#N/A,905,247,61,25
29262,5.25.19 6:00,10.2,356,#N/A,#N/A,362,70,241,2,0,#N/A,905,244,61,26
29263,5.25.19 8:00,10.2,351,#N/A,#N/A,358,70,241,2,0,#N/A,905,244,61,26
29264,5.25.19 10:00,10.2,345,#N/A,#N/A,351,68,241,2,0,#N/A,908,237,61,26
29265,5.25.19 12:00,10.2,334,#N/A,#N/A,343,66,240,2,0,#N/A,905,230,61,26
29266,5.25.19 14:00,10.2,332,#N/A,#N/A,339,66,240,2,0,#N/A,901,229,61,26
29267,5.25.19 16:00,10.2,316,#N/A,#N/A,328,62,239,2,0,#N/A,898,220,60,26
29268,5.25.19 18:00,10.2,362,#N/A,#N/A,336,66,240,2,0,#N/A,908,248,61,26
29269,5.25.19 20:00,10.2,358,#N/A,#N/A,359,70,242,2,0,#N/A,908,246,61,26
29270,5.25.19 22:00,10.2,354,#N/A,#N/A,360,71,242,2,0,#N/A,908,243,61,26
29271,5.26.19 0:00,10.2,348,#N/A,#N/A,355,70,242,2,0,#N/A,905,239,61,26
29272,5.26.19 2:00,10.2,343,#N/A,#N/A,350,69,242,2,0,#N/A,905,235,61,26
29273,5.26.19 4:00,10.2,334,#N/A,#N/A,342,67,241,2,0,#N/A,901,229,60,26
29274,5.26.19 6:00,10.2,354,#N/A,#N/A,341,67,241,2,0,#N/A,901,240,61,26
29275,5.26.19 8:00,10.2,351,#N/A,#N/A,355,70,242,2,0,#N/A,901,240,61,26
29276,5.26.19 10:00,10.2,346,#N/A,#N/A,353,69,242,2,0,#N/A,908,238,61,26
29277,5.26.19 12:00,10.2,341,#N/A,#N/A,347,68,242,2,0,#N/A,908,234,60,26
29278,5.26.19 14:00,10.2,334,#N/A,#N/A,341,67,241,2,0,#N/A,905,230,60,26
29279,5.26.19 16:00,10.2,323,#N/A,#N/A,332,65,240,2,0,#N/A,901,224,60,26
29280,5.26.19 18:00,10.2,312,#N/A,#N/A,321,61,238,2,0,#N/A,898,218,59,25
29281,5.26.19 20:00,10.2,295,#N/A,#N/A,309,58,236,2,0,#N/A,891,208,59,26
29282,5.26.19 22:00,10.2,346,#N/A,#N/A,338,66,239,2,0,#N/A,898,240,60,25
29283,5.27.19 0:00,10.2,341,#N/A,#N/A,347,67,240,2,0,#N/A,898,236,60,25
29284,5.27.19 2:00,10.2,335,#N/A,#N/A,342,66,240,2,0,#N/A,898,230,60,25
29285,5.27.19 4:00,10.2,328,#N/A,#N/A,336,65,239,2,0,#N/A,898,228,60,25
29286,5.27.19 6:00,10.2,321,#N/A,#N/A,328,63,238,2,0,#N/A,898,222,60,25
29287,5.27.19 8:00,10.2,311,#N/A,#N/A,320,60,237,2,0,#N/A,895,216,59,25
29288,5.27.19 10:00,10.2,301,#N/A,#N/A,310,57,237,2,0,#N/A,891,210,60,25
29289,5.27.19 12:00,10.2,290,#N/A,#N/A,300,54,234,2,0,#N/A,884,203,59,25
29290,5.27.19 14:00,10.2,284,#N/A,#N/A,291,51,232,2,0,#N/A,881,198,59,25
29291,5.27.19 16:00,10.2,271,#N/A,#N/A,282,48,230,2,0,#N/A,874,190,58,26
29292,5.27.19 18:00,10.2,264,#N/A,#N/A,275,45,229,2,0,#N/A,871,186,58,26
29293,5.27.19 20:00,10.2,368,#N/A,#N/A,285,55,230,2,0,#N/A,884,249,60,25
29294,5.27.19 22:00,10.2,365,#N/A,#N/A,324,62,236,2,0,#N/A,898,250,61,25
29295,5.28.19 0:00,10.2,363,#N/A,#N/A,353,68,239,2,0,#N/A,901,250,61,25
29296,5.28.19 2:00,10.2,361,#N/A,#N/A,366,70,241,2,0,#N/A,905,249,61,26
29297,5.28.19 4:00,10.2,359,#N/A,#N/A,365,71,242,2,0,#N/A,905,249,61,26
29298,5.28.19 6:00,10.2,356,#N/A,#N/A,362,71,242,2,0,#N/A,905,245,61,26
29299,5.28.19 8:00,10.2,353,#N/A,#N/A,359,71,242,2,0,#N/A,905,243,61,26
29300,5.28.19 10:00,10.2,350,#N/A,#N/A,356,70,242,2,0,#N/A,905,242,61,26
29301,5.28.19 12:00,10.2,345,#N/A,#N/A,351,70,242,2,0,#N/A,905,239,61,26
29302,5.28.19 14:00,10.2,341,#N/A,#N/A,347,69,242,2,0,#N/A,908,235,61,26
29303,5.28.19 16:00,10.2,336,#N/A,#N/A,342,68,241,2,0,#N/A,905,233,61,26
29304,5.28.19 18:00,10.2,330,#N/A,#N/A,336,66,241,2,0,#N/A,905,231,60,26
29305,5.28.19 20:00,10.2,324,#N/A,#N/A,330,64,240,2,0,#N/A,901,226,60,26
29306,5.28.19 22:00,10.2,316,#N/A,#N/A,324,62,239,2,0,#N/A,898,220,60,26
29307,5.29.19 0:00,10.2,304,#N/A,#N/A,314,59,238,2,0,#N/A,891,212,59,26
29308,5.29.19 2:00,10.2,294,#N/A,#N/A,303,56,236,2,0,#N/A,884,206,59,25
29309,5.29.19 4:00,10.2,270,#N/A,#N/A,289,51,233,2,0,#N/A,878,190,58,26
29310,5.29.19 6:00,10.2,300,#N/A,#N/A,277,48,230,2,0,#N/A,871,190,59,26
29311,5.29.19 8:00,10.2,311,#N/A,#N/A,299,54,233,2,0,#N/A,884,218,59,25
29312,5.29.19 10:00,10.2,297,#N/A,#N/A,305,53,233,2,0,#N/A,884,209,59,25
29313,5.29.19 12:00,10.2,287,#N/A,#N/A,296,51,232,2,0,#N/A,881,202,59,25
29314,5.29.19 14:00,10.2,280,#N/A,#N/A,287,48,230,2,0,#N/A,878,198,59,25
29315,5.29.19 16:00,10.2,258,#N/A,#N/A,276,44,228,2,0,#N/A,871,184,58,25
29316,5.29.19 18:00,10.2,328,#N/A,#N/A,277,48,228,2,0,#N/A,878,220,59,24
29317,5.29.19 20:00,10.2,318,#N/A,#N/A,303,54,231,2,0,#N/A,884,223,60,24
29318,5.29.19 22:00,10.2,308,#N/A,#N/A,314,54,232,2,0,#N/A,884,216,59,24
29319,5.30.19 0:00,10.2,299,#N/A,#N/A,307,53,232,2,0,#N/A,884,210,59,24
29320,5.30.19 2:00,10.2,321,#N/A,#N/A,308,54,232,2,0,#N/A,884,222,60,24
29321,5.30.19 4:00,10.2,312,#N/A,#N/A,318,55,233,2,0,#N/A,884,222,60,25
29322,5.30.19 6:00,10.2,302,#N/A,#N/A,311,54,232,2,0,#N/A,884,212,60,25
29323,5.30.19 8:00,10.2,291,#N/A,#N/A,301,51,231,2,0,#N/A,884,204,60,25
29324,5.30.19 10:00,10.2,274,#N/A,#N/A,288,47,229,2,0,#N/A,874,193,59,25
29325,5.30.19 12:00,10.2,330,#N/A,#N/A,289,50,230,2,0,#N/A,884,229,60,24
29326,5.30.19 14:00,10.2,321,#N/A,#N/A,313,55,232,2,0,#N/A,888,224,60,25
29327,5.30.19 16:00,10.2,311,#N/A,#N/A,319,55,233,2,0,#N/A,888,219,60,25
29328,5.30.19 18:00,10.2,300,#N/A,#N/A,310,53,233,2,0,#N/A,884,211,60,25
29329,5.30.19 20:00,10.2,285,#N/A,#N/A,298,50,231,2,0,#N/A,878,200,59,25
29330,5.30.19 22:00,10.2,284,#N/A,#N/A,291,48,230,2,0,#N/A,874,198,59,25
29331,5.31.19 0:00,10.2,286,#N/A,#N/A,292,48,230,2,0,#N/A,874,201,59,25
29332,5.31.19 2:00,10.2,279,#N/A,#N/A,287,46,229,2,0,#N/A,874,199,59,25
29333,5.31.19 4:00,10.2,272,#N/A,#N/A,278,44,227,2,0,#N/A,874,191,58,25
29334,5.31.19 6:00,10.2,253,#N/A,#N/A,268,41,225,2,0,#N/A,871,181,58,25
29335,5.31.19 8:00,10.2,242,#N/A,#N/A,257,41,224,2,0,#N/A,857,173,57,25
29336,5.31.19 10:00,10.2,233,#N/A,#N/A,246,41,222,2,0,#N/A,854,169,57,26
29337,5.31.19 12:00,10.2,332,#N/A,#N/A,252,47,223,2,0,#N/A,874,229,59,23
29338,5.31.19 14:00,10.2,324,#N/A,#N/A,286,54,228,2,0,#N/A,878,227,60,24
29339,5.31.19 16:00,10.2,313,#N/A,#N/A,307,57,230,2,0,#N/A,884,220,60,25
29340,5.31.19 18:00,10.2,300,#N/A,#N/A,309,57,231,2,0,#N/A,884,211,60,25
29341,5.31.19 20:00,10.2,290,#N/A,#N/A,300,55,230,2,0,#N/A,878,206,59,25
29342,5.31.19 22:00,10.2,279,#N/A,#N/A,290,52,229,2,0,#N/A,871,198,59,25
29343,06.01.19 00:00,10.2,268,#N/A,#N/A,278,50,228,2,0,#N/A,867,190,58,25
