U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
546,5.30.19 2:00 PM,14.5,567,744,10941,104,0,118,0,7,0,915,327,187,59.6,105,32
547,5.30.19 4:00 PM,14.5,567,744,10941,104,0,118,0,7,0,915,327,187,59.4,105,32
548,5.30.19 6:00 PM,14.5,567,744,10941,104,0,118,0,7,0,915,327,187,59.3,105,32
549,5.30.19 8:00 PM,14.5,567,744,10941,104,0,118,0,7,0,915,327,187,58.9,105,32
550,5.30.19 10:00 PM,14.5,567,744,10941,104,0,118,0,7,0,912,327,187,58.8,105,32
551,5.31.19 12:00 AM,14.5,567,744,10941,104,0,118,0,7,0,905,327,187,58.8,105,32
552,5.31.19 2:00 AM,14.5,567,744,10940,104,0,118,0,7,0,905,327,187,58.7,105,32
553,5.31.19 4:00 AM,14.5,567,744,10940,104,0,118,0,7,0,905,327,187,58.7,105,32
554,5.31.19 6:00 AM,14.5,567,744,10940,104,0,118,0,7,0,905,327,187,58.3,105,32
555,5.31.19 8:00 AM,14.5,567,744,10940,104,0,118,0,7,0,905,327,187,58.2,105,32
556,5.31.19 10:00 AM,14.5,567,744,10940,104,0,118,0,7,0,905,327,187,58,105,31
557,5.31.19 12:00 PM,14.5,567,744,10940,104,0,118,0,7,0,908,327,187,59,105,31
558,5.31.19 2:00 PM,14.5,567,744,10940,104,0,118,0,7,0,908,327,187,59.8,105,31
559,5.31.19 4:00 PM,14.5,567,744,10940,104,0,118,0,7,0,908,327,187,59.9,105,31
560,5.31.19 6:00 PM,14.5,567,744,10939,104,0,118,0,7,0,905,327,187,59.6,105,31
561,5.31.19 8:00 PM,14.5,567,744,10939,104,0,118,0,7,0,901,327,187,59.1,105,32
562,5.31.19 10:00 PM,14.5,567,744,10939,104,0,118,0,7,0,901,327,187,58.8,105,32
563,06.01.19 00:00,14.5,567,744,10939,104,0,118,0,7,0,901,327,187,58.6,105,32
564,06.01.19 02:00,14.5,567,744,10939,104,0,118,0,7,0,901,327,187,59.2,105,33
565,06.01.19 04:00,14.5,567,744,10939,104,0,118,0,7,0,901,327,187,59.1,105,33
566,06.01.19 06:00,14.5,567,744,10939,104,0,118,0,8,0,901,327,187,58.9,105,33
567,06.01.19 08:00,14.5,567,744,10939,104,0,118,0,8,0,901,327,187,58.9,105,33
