U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
14161,07.08.22 04:00,#N/A,477,639,9392,42,0,82,0,43,4,881,122,94,49.3,105,29
14162,07.08.22 06:00,#N/A,477,639,9392,42,0,81,0,43,4,881,122,94,49.5,105,29
14163,07.08.22 08:00,#N/A,477,639,9394,42,0,81,0,42,4,881,122,94,49.8,105,29
14164,07.08.22 10:00,#N/A,477,639,9395,42,0,81,0,42,4,881,122,94,51,105,29
14165,07.08.22 12:00,#N/A,477,639,9396,42,0,81,0,41,4,881,122,94,51.3,105,29
14166,07.08.22 14:00,#N/A,477,639,9397,41,0,81,0,41,4,881,122,94,51.4,105,30
14167,07.08.22 16:00,#N/A,477,639,9397,41,0,81,0,41,4,881,122,94,51.2,105,30
14168,07.08.22 18:00,#N/A,477,639,9398,41,0,81,0,41,4,881,122,94,51,105,30
14169,07.08.22 20:00,#N/A,477,640,9399,41,0,80,0,41,4,881,122,94,50.8,105,30
14170,07.08.22 22:00,#N/A,477,640,9400,41,0,80,0,41,4,881,122,94,50.7,105,30
14171,07.09.22 00:00,#N/A,477,640,9400,41,0,80,0,41,4,881,122,94,50.7,105,29
14172,07.09.22 02:00,#N/A,477,640,9401,41,0,80,0,41,4,881,122,94,50.8,105,29
14173,07.09.22 04:00,#N/A,477,640,9402,41,0,80,0,41,4,881,122,94,50.8,105,29
14174,07.09.22 06:00,#N/A,477,640,9402,41,0,80,0,41,4,881,122,94,51.3,105,29
14175,07.09.22 08:00,#N/A,477,640,9403,41,0,80,0,40,4,881,122,94,51.5,105,29
14176,07.09.22 10:00,#N/A,477,640,9403,41,0,80,0,40,4,881,122,94,52.1,105,29
14177,07.09.22 12:00,#N/A,477,640,9403,41,0,80,0,40,4,881,122,94,52.2,105,29
14178,07.09.22 14:00,#N/A,477,640,9404,41,0,80,0,40,4,881,122,94,52,105,31
14179,07.09.22 16:00,#N/A,477,640,9404,41,0,80,0,40,4,881,122,94,52.1,105,31
14180,07.09.22 18:00,#N/A,477,640,9404,41,0,80,0,40,4,881,122,94,52.2,105,31
14181,07.09.22 20:00,#N/A,477,640,9405,41,0,80,0,40,4,881,122,94,52.2,105,31
14182,07.09.22 22:00,#N/A,478,640,9405,41,0,80,0,40,4,884,122,94,52.2,105,31
14183,07.10.22 00:00,#N/A,478,640,9406,41,0,80,0,40,4,884,122,94,52.2,105,31
14184,07.10.22 02:00,#N/A,478,640,9406,41,0,80,0,40,4,884,122,94,52.2,105,31
14185,07.10.22 04:00,#N/A,478,640,9406,41,0,80,0,40,4,884,122,94,52.5,105,31
14186,07.10.22 06:00,#N/A,478,640,9407,41,0,80,0,40,4,884,122,94,52.7,105,31
14187,07.10.22 08:00,#N/A,478,640,9407,41,0,80,0,40,4,884,122,94,52.8,105,30
14188,07.10.22 10:00,#N/A,478,640,9407,41,0,80,0,40,4,884,122,94,52.9,105,31
14189,07.10.22 12:00,#N/A,478,640,9407,41,0,80,0,40,4,884,122,94,52.8,105,31
14190,07.10.22 14:00,#N/A,478,640,9408,41,0,80,0,40,4,884,122,94,52.7,105,31
14191,07.10.22 16:00,#N/A,478,640,9408,41,0,80,0,40,4,884,122,94,52.7,105,32
14192,07.10.22 18:00,#N/A,478,640,9408,41,0,80,0,40,4,884,122,94,52.7,105,32
14193,07.10.22 20:00,#N/A,478,640,9408,41,0,80,0,40,4,884,122,94,52.3,105,32
14194,07.10.22 22:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,52.4,105,32
14195,07.11.22 00:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,52.6,105,31
14196,07.11.22 02:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,52.6,105,31
14197,07.11.22 04:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,52.9,105,31
14198,07.11.22 06:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,53.2,105,31
14199,07.11.22 08:00,#N/A,478,640,9409,41,0,80,0,40,4,884,122,94,53.5,105,31
14200,07.11.22 10:00,#N/A,478,640,9410,41,0,80,0,40,4,884,122,94,53.5,105,31
14201,07.11.22 12:00,#N/A,478,640,9410,40,0,80,0,40,4,888,122,94,53.5,105,31
14202,07.11.22 14:00,#N/A,478,640,9410,40,0,80,0,40,4,888,122,94,53.5,105,32
14203,07.11.22 16:00,#N/A,478,640,9410,40,0,80,0,40,4,888,122,94,53.5,105,32
14204,07.11.22 18:00,#N/A,478,640,9410,40,0,80,0,40,4,888,122,94,53.4,105,32
14205,07.11.22 20:00,#N/A,478,640,9410,40,0,80,0,40,4,891,122,94,53.4,105,32
14206,07.11.22 22:00,#N/A,478,640,9411,40,0,80,0,40,4,891,122,94,53.4,105,32
14207,07.12.22 00:00,#N/A,478,640,9411,40,0,80,0,40,4,891,122,94,53.3,105,32
14208,07.12.22 02:00,#N/A,478,640,9411,40,0,80,0,40,4,891,122,94,53.4,105,32
14209,07.12.22 04:00,#N/A,478,640,9411,40,0,80,0,40,4,891,122,94,53.6,105,32
14210,07.12.22 06:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.9,105,32
14211,07.12.22 08:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,54.1,105,31
14212,07.12.22 10:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,54.2,105,30
14213,07.12.22 12:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,54.2,105,31
14214,07.12.22 14:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,54,105,31
14215,07.12.22 16:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.9,105,31
14216,07.12.22 18:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.9,105,31
14217,07.12.22 20:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.9,105,31
14218,07.12.22 22:00,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.8,105,31
14219,7.13.22 12:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.7,105,31
14220,7.13.22 2:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.7,105,31
14221,7.13.22 4:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,891,122,94,53.8,105,31
14222,7.13.22 6:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.1,105,31
14223,7.13.22 8:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.2,105,32
14224,7.13.22 10:00 AM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.3,105,32
14225,7.13.22 12:00 PM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.3,105,33
14226,7.13.22 2:00 PM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.3,105,33
14227,7.13.22 4:00 PM,#N/A,478,640,9412,40,0,80,0,40,4,888,122,94,54.3,105,33
14228,7.13.22 6:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,888,122,94,54.3,105,33
14229,7.13.22 8:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54.2,105,33
14230,7.13.22 10:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54,105,33
14231,7.14.22 12:00 AM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,53.9,105,33
14232,7.14.22 2:00 AM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,53.9,105,33
14233,7.14.22 4:00 AM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54.2,105,32
14234,7.14.22 6:00 AM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54.6,105,32
14235,7.14.22 8:00 AM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54.8,105,32
14236,7.14.22 10:00 AM,#N/A,478,641,9413,40,0,80,0,39,4,891,122,94,55,105,32
14237,7.14.22 12:00 PM,#N/A,478,641,9413,40,0,80,0,39,4,891,122,94,54.9,105,32
14238,7.14.22 2:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,891,122,94,54.9,105,33
14239,7.14.22 4:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,888,122,94,54.8,105,33
14240,7.14.22 6:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,888,122,94,54.8,105,33
14241,7.14.22 8:00 PM,#N/A,478,640,9412,40,0,80,0,39,4,888,122,94,54.9,105,33
14242,7.14.22 10:00 PM,#N/A,478,641,9413,40,0,80,0,39,4,888,122,94,55,105,33
14243,7.15.22 12:00 AM,#N/A,478,641,9413,40,0,80,0,39,4,888,122,94,55.1,105,33
14244,7.15.22 2:00 AM,#N/A,478,641,9413,40,0,80,0,39,4,888,122,94,55.1,105,33
14245,7.15.22 4:00 AM,#N/A,478,641,9413,40,0,80,0,39,4,888,122,94,55.2,105,33
14246,7.15.22 6:00 AM,#N/A,478,641,9413,40,0,80,0,39,4,888,122,94,55.5,105,33
14247,7.15.22 8:00 AM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.8,105,30
14248,7.15.22 10:00 AM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.8,105,30
14249,7.15.22 12:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.7,105,31
14250,7.15.22 2:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.6,105,31
14251,7.15.22 4:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.7,105,31
14252,7.15.22 6:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.6,105,31
14253,7.15.22 8:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.4,105,31
14254,7.15.22 10:00 PM,#N/A,478,641,9413,40,0,79,0,39,4,888,122,94,55.2,105,31
14255,7.16.22 12:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,888,122,94,55.1,105,31
14256,7.16.22 2:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,888,122,94,54.8,105,31
14257,7.16.22 4:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,888,122,94,55,105,31
14258,7.16.22 6:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,888,122,94,55.3,105,31
14259,7.16.22 8:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.3,105,31
14260,7.16.22 10:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.3,105,31
14261,7.16.22 12:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.2,105,31
14262,7.16.22 2:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.1,105,32
14263,7.16.22 4:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.1,105,32
14264,7.16.22 6:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.1,105,33
14265,7.16.22 8:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.1,105,33
14266,7.16.22 10:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55,105,33
14267,7.17.22 12:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,54.8,105,33
14268,7.17.22 2:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,54.7,105,33
14269,7.17.22 4:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,54.7,105,33
14270,7.17.22 6:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55,105,32
14271,7.17.22 8:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.3,105,31
14272,7.17.22 10:00 AM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.4,105,32
14273,7.17.22 12:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.2,105,32
14274,7.17.22 2:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.2,105,32
14275,7.17.22 4:00 PM,#N/A,478,640,9412,40,0,79,0,39,4,884,122,94,55.2,105,33
14276,7.17.22 6:00 PM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.2,105,33
14277,7.17.22 8:00 PM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.1,105,33
14278,7.17.22 10:00 PM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55,105,33
14279,7.18.22 12:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55,105,33
14280,7.18.22 2:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55,105,33
14281,7.18.22 4:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.2,105,33
14282,7.18.22 6:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.3,105,32
14283,7.18.22 8:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.4,105,31
14284,7.18.22 10:00 AM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.3,105,31
14285,7.18.22 12:00 PM,#N/A,478,640,9411,40,0,79,0,39,4,884,122,94,55.3,105,32
14286,7.18.22 2:00 PM,#N/A,475,638,9371,40,0,80,0,39,4,884,130,100,54.3,105,33
14287,7.18.22 4:00 PM,#N/A,467,631,9278,42,0,81,0,39,4,888,142,110,54.7,105,33
14288,7.18.22 6:00 PM,#N/A,461,627,9210,45,0,83,0,39,4,891,158,120,55.1,105,34
14289,7.18.22 8:00 PM,#N/A,453,620,9115,47,0,83,0,39,4,891,171,131,54.8,105,34
14290,7.18.22 10:00 PM,#N/A,453,620,9107,47,0,83,0,39,4,891,171,131,54.7,105,35
14291,7.19.22 12:00 AM,#N/A,453,620,9107,47,0,83,0,39,4,891,171,131,54.3,105,35
14292,7.19.22 2:00 AM,#N/A,452,619,9096,47,0,83,0,39,4,891,171,131,54.1,105,36
14293,7.19.22 4:00 AM,#N/A,460,625,9181,54,0,90,0,40,4,905,167,128,55.4,105,36
14294,7.19.22 6:00 AM,#N/A,470,633,9297,50,0,89,0,40,4,905,139,107,55.2,105,36
14295,7.19.22 8:00 AM,#N/A,477,639,9387,47,0,87,0,40,4,898,124,95,54.1,105,34
14296,7.19.22 10:00 AM,#N/A,478,640,9409,45,0,85,0,40,4,898,121,92,53.8,105,33
14297,7.19.22 12:00 PM,#N/A,478,641,9413,43,0,84,0,40,4,895,121,92,53.7,105,33
14298,7.19.22 2:00 PM,#N/A,478,641,9416,42,0,83,0,40,4,888,121,92,53.9,105,33
14299,7.19.22 4:00 PM,#N/A,478,641,9417,41,0,82,0,40,4,888,121,92,53.9,105,33
14300,7.19.22 6:00 PM,#N/A,478,641,9417,41,0,81,0,40,4,888,121,92,53.9,105,33
14301,7.19.22 8:00 PM,#N/A,479,641,9419,40,0,81,0,40,4,884,121,92,53.8,105,32
14302,7.19.22 10:00 PM,#N/A,479,641,9420,40,0,81,0,40,4,884,121,92,53.7,105,32
14303,7.20.22 12:00 AM,#N/A,479,641,9420,40,0,80,0,40,4,884,121,92,53.4,105,32
14304,7.20.22 2:00 AM,#N/A,479,641,9421,40,0,80,0,40,4,884,121,92,53.2,105,31
14305,7.20.22 4:00 AM,#N/A,479,641,9421,40,0,79,0,40,4,884,121,92,52.7,105,31
14306,7.20.22 6:00 AM,#N/A,479,641,9422,39,0,79,0,40,4,884,121,92,52.4,105,31
14307,7.20.22 8:00 AM,#N/A,479,641,9422,39,0,79,0,39,4,884,122,92,52.5,105,30
14308,7.20.22 10:00 AM,#N/A,479,641,9422,39,0,79,0,39,4,884,122,92,52.6,105,30
14309,7.20.22 12:00 PM,#N/A,479,641,9420,39,0,79,0,39,4,884,139,110,52.9,105,29
14310,7.20.22 2:00 PM,#N/A,479,641,9419,39,0,79,0,39,4,884,139,110,53,105,29
14311,7.20.22 4:00 PM,#N/A,479,641,9419,39,0,79,0,39,4,884,139,110,53,105,30
14312,7.20.22 6:00 PM,#N/A,479,641,9418,39,0,79,0,39,4,884,139,110,52.9,105,30
14313,7.20.22 8:00 PM,#N/A,479,641,9418,39,0,79,0,39,4,884,139,110,52.9,105,30
14314,7.20.22 10:00 PM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,52.8,105,30
14315,7.21.22 12:00 AM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,52.8,105,30
14316,7.21.22 2:00 AM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,52.7,105,30
14317,7.21.22 4:00 AM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,52.7,105,30
14318,7.21.22 6:00 AM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,53,105,29
14319,7.21.22 8:00 AM,#N/A,479,641,9418,39,0,79,0,39,4,884,140,111,53,105,29
14320,7.21.22 10:00 AM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53,105,29
14321,7.21.22 12:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53,105,29
14322,7.21.22 2:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53.1,105,30
14323,7.21.22 4:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53,105,30
14324,7.21.22 6:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53.1,105,30
14325,7.21.22 8:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,52.9,105,30
14326,7.21.22 10:00 PM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,53,105,30
14327,7.22.22 12:00 AM,#N/A,479,641,9417,39,0,79,0,39,4,884,140,111,52.9,105,30
14328,7.22.22 2:00 AM,#N/A,479,641,9416,39,0,79,0,39,4,884,140,111,52.8,105,29
14329,7.22.22 4:00 AM,#N/A,479,641,9416,39,0,79,0,39,4,884,140,111,53.1,105,29
14330,7.22.22 6:00 AM,#N/A,479,641,9416,39,0,79,0,39,4,884,140,111,53.3,105,29
14331,7.22.22 8:00 AM,#N/A,479,641,9415,39,0,79,0,39,4,884,140,111,53.4,105,29
14332,7.22.22 10:00 AM,#N/A,479,641,9415,39,0,79,0,39,4,884,140,111,53.6,105,29
14333,7.22.22 12:00 PM,#N/A,472,636,9343,40,0,80,0,39,4,884,155,121,54.7,105,30
14334,7.22.22 2:00 PM,#N/A,471,635,9332,41,0,81,0,39,4,884,158,123,54.7,105,30
14335,7.22.22 4:00 PM,#N/A,471,635,9329,42,0,82,0,39,4,884,158,123,54.9,105,31
14336,7.22.22 6:00 PM,#N/A,471,635,9328,43,0,82,0,39,4,884,158,123,54.9,105,32
14337,7.22.22 8:00 PM,#N/A,471,635,9327,43,0,83,0,39,4,884,158,123,55,105,31
14338,7.22.22 10:00 PM,#N/A,471,635,9326,43,0,83,0,39,4,884,158,123,54.9,105,32
14339,7.23.22 12:00 AM,#N/A,471,635,9326,43,0,83,0,39,4,884,158,123,54.8,105,32
14340,7.23.22 2:00 AM,#N/A,471,635,9325,43,0,83,0,39,4,884,158,123,54.8,105,31
14341,7.23.22 4:00 AM,#N/A,471,634,9324,44,0,83,0,39,4,884,158,123,55,105,31
14342,7.23.22 6:00 AM,#N/A,471,634,9324,44,0,84,0,39,4,884,158,123,55.1,105,31
14343,7.23.22 8:00 AM,#N/A,471,634,9323,44,0,84,0,39,4,884,158,123,55,105,31
14344,7.23.22 10:00 AM,#N/A,471,634,9322,44,0,84,0,39,4,884,158,123,55,105,31
14345,7.23.22 12:00 PM,#N/A,471,634,9322,44,0,84,0,39,4,884,158,123,54.9,105,32
14346,7.23.22 2:00 PM,#N/A,471,634,9322,44,0,84,0,39,4,884,158,123,54.6,105,32
14347,7.23.22 4:00 PM,#N/A,471,634,9321,44,0,84,0,39,4,884,158,123,54.8,105,32
14348,7.23.22 6:00 PM,#N/A,471,634,9321,44,0,85,0,40,4,884,158,123,55,105,32
14349,7.23.22 8:00 PM,#N/A,471,634,9321,44,0,85,0,40,4,884,158,123,54.8,105,32
14350,7.23.22 10:00 PM,#N/A,471,634,9320,44,0,85,0,40,4,884,158,123,54.7,105,32
14351,7.24.22 12:00 AM,#N/A,471,634,9320,44,0,85,0,40,4,884,158,123,54.5,105,31
14352,7.24.22 2:00 AM,#N/A,471,634,9320,44,0,85,0,40,4,884,158,123,54.4,105,31
14353,7.24.22 4:00 AM,#N/A,471,634,9319,44,0,85,0,40,4,884,158,123,54.3,105,30
14354,7.24.22 6:00 AM,#N/A,471,634,9319,44,0,85,0,40,4,884,158,123,54.3,105,30
14355,7.24.22 8:00 AM,#N/A,471,634,9318,44,0,84,0,40,4,884,159,124,54.6,105,30
14356,7.24.22 10:00 AM,#N/A,471,634,9318,44,0,84,0,40,4,884,159,124,54.6,105,30
14357,7.24.22 12:00 PM,#N/A,471,634,9318,44,0,84,0,40,4,884,159,124,54.4,105,30
14358,7.24.22 2:00 PM,#N/A,471,634,9317,44,0,84,0,40,4,884,159,124,54.4,105,30
14359,7.24.22 4:00 PM,#N/A,471,634,9317,44,0,84,0,40,4,884,159,124,54.5,105,30
14360,7.24.22 6:00 PM,#N/A,471,634,9317,44,0,84,0,40,4,884,159,124,54.6,105,30
14361,7.24.22 8:00 PM,#N/A,471,634,9317,44,0,84,0,40,4,884,159,124,54.5,105,30
14362,7.24.22 10:00 PM,#N/A,471,634,9316,44,0,84,0,40,4,884,159,124,54.4,105,30
14363,7.25.22 12:00 AM,#N/A,471,634,9316,44,0,84,0,40,4,884,159,124,54.4,105,30
14364,7.25.22 2:00 AM,#N/A,471,634,9316,44,0,84,0,40,4,884,159,124,54.3,105,30
14365,7.25.22 4:00 AM,#N/A,471,634,9315,44,0,84,0,40,4,884,159,124,54.4,105,30
14366,7.25.22 6:00 AM,#N/A,471,634,9315,44,0,84,0,40,4,884,159,124,54.5,105,30
14367,7.25.22 8:00 AM,#N/A,471,634,9315,45,0,84,0,40,4,884,159,124,54.6,105,29
14368,7.25.22 10:00 AM,#N/A,470,634,9315,45,0,85,0,40,4,884,159,124,54.6,105,29
14369,7.25.22 12:00 PM,#N/A,470,634,9314,45,0,85,0,40,4,884,159,124,54.5,105,29
14370,7.25.22 2:00 PM,#N/A,470,634,9314,45,0,85,0,40,4,884,159,124,54.6,105,30
14371,7.25.22 4:00 PM,#N/A,470,634,9314,45,0,85,0,40,4,884,159,124,54.9,105,30
14372,7.25.22 6:00 PM,#N/A,470,634,9313,45,0,85,0,40,4,884,159,124,55,105,31
14373,7.25.22 8:00 PM,#N/A,470,634,9313,45,0,85,0,40,4,884,159,124,54.4,105,31
14374,7.25.22 10:00 PM,#N/A,470,634,9313,45,0,85,0,40,4,888,159,124,54.2,105,32
14375,7.26.22 12:00 AM,#N/A,470,634,9313,45,0,85,0,40,4,888,159,124,54.2,105,32
14376,7.26.22 2:00 AM,#N/A,470,634,9312,45,0,85,0,40,4,888,159,124,54.3,105,32
14377,7.26.22 4:00 AM,#N/A,470,634,9312,45,0,85,0,40,4,888,159,124,54.4,105,32
14378,7.26.22 6:00 AM,#N/A,470,634,9312,45,0,85,0,40,4,888,159,124,54.6,105,32
14379,7.26.22 8:00 AM,#N/A,470,633,9308,45,0,85,0,40,4,888,138,105,54.8,105,30
14380,7.26.22 10:00 AM,#N/A,470,633,9306,45,0,85,0,40,4,888,138,105,54.8,105,30
14381,7.26.22 12:00 PM,#N/A,470,633,9305,45,0,85,0,40,4,888,138,105,54.6,105,33
14382,7.26.22 2:00 PM,#N/A,470,633,9305,45,0,85,0,40,4,888,138,105,54.6,105,33
14383,7.26.22 4:00 PM,#N/A,470,633,9305,45,0,85,0,40,4,888,138,105,54.7,105,33
14384,7.26.22 6:00 PM,#N/A,470,633,9304,45,0,85,0,40,4,888,138,105,54.8,105,33
14385,7.26.22 8:00 PM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,54.8,105,33
14386,7.26.22 10:00 PM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,54.8,105,33
14387,7.27.22 12:00 AM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,54.8,105,33
14388,7.27.22 2:00 AM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,54.9,105,33
14389,7.27.22 4:00 AM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,55,105,33
14390,7.27.22 6:00 AM,#N/A,470,633,9304,45,0,85,0,41,4,888,138,105,55.2,105,33
14391,7.27.22 8:00 AM,#N/A,470,633,9303,45,0,85,0,41,4,888,138,105,55.2,105,34
14392,7.27.22 10:00 AM,#N/A,470,633,9303,45,0,85,0,41,4,888,138,105,55.1,105,34
14393,7.27.22 12:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,888,138,105,55,105,32
14394,7.27.22 2:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,888,138,105,55,105,33
14395,7.27.22 4:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,888,138,105,55,105,33
14396,7.27.22 6:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,888,138,105,55.1,105,34
14397,7.27.22 8:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,891,138,105,55,105,34
14398,7.27.22 10:00 PM,#N/A,470,633,9302,45,0,85,0,41,4,891,138,105,54.8,105,33
14399,7.28.22 12:00 AM,#N/A,470,633,9301,45,0,85,0,41,4,891,138,105,54.8,105,33
14400,7.28.22 2:00 AM,#N/A,470,633,9301,45,0,85,0,41,4,891,138,105,55,105,33
14401,7.28.22 4:00 AM,#N/A,470,633,9301,45,0,85,0,41,4,891,138,105,55.2,105,32
14402,7.28.22 6:00 AM,#N/A,470,633,9301,45,0,85,0,41,4,888,138,105,55.4,105,32
14403,7.28.22 8:00 AM,#N/A,470,633,9301,45,0,85,0,41,4,888,138,105,55.4,105,31
14404,7.28.22 10:00 AM,#N/A,470,633,9300,45,0,85,0,41,4,888,138,105,55.3,105,31
14405,7.28.22 12:00 PM,#N/A,470,633,9300,45,0,85,0,41,4,888,138,105,55.1,105,31
14406,7.28.22 2:00 PM,#N/A,470,633,9300,45,0,85,0,41,4,888,138,105,55.1,105,31
14407,7.28.22 4:00 PM,#N/A,470,633,9300,45,0,85,0,41,4,888,138,105,55.3,105,31
14408,7.28.22 6:00 PM,#N/A,470,633,9299,45,0,85,0,41,4,888,138,105,55.3,105,31
14409,7.28.22 8:00 PM,#N/A,470,633,9299,45,0,85,0,41,4,888,138,105,55.3,105,31
14410,7.28.22 10:00 PM,#N/A,469,633,9299,45,0,85,0,41,4,888,138,105,55.3,105,31
14411,7.29.22 12:00 AM,#N/A,469,633,9299,45,0,85,0,41,4,888,138,105,55.3,105,31
14412,7.29.22 2:00 AM,#N/A,469,633,9298,45,0,85,0,41,4,888,138,105,55.4,105,31
14413,7.29.22 4:00 AM,#N/A,469,633,9298,45,0,85,0,41,4,888,138,105,55.6,105,31
14414,7.29.22 6:00 AM,#N/A,469,633,9298,45,0,85,0,41,4,888,138,105,55.8,105,31
14415,7.29.22 8:00 AM,#N/A,469,633,9297,45,0,85,0,41,4,884,138,105,55.8,105,31
14416,7.29.22 10:00 AM,#N/A,469,633,9297,45,0,85,0,41,4,884,138,105,55.7,105,31
14417,7.29.22 12:00 PM,#N/A,469,633,9297,45,0,85,0,41,4,884,138,105,55.6,105,32
14418,7.29.22 2:00 PM,#N/A,469,633,9296,45,0,85,0,41,4,884,138,105,55.4,105,32
14419,7.29.22 4:00 PM,#N/A,469,633,9296,45,0,85,0,41,4,884,138,105,55.4,105,32
